,LABEL-1,LABEL-3,LABEL-4,LABEL-5,LABEL-12,review,store,score_new,pos_neg
1158,,,지역 가이드,,,가격대비 별로에요,,0.0033590495586395264,부정
1160,,,지역 가이드,,,더울때 해수욕장 안갈경우 더위를 피할수 있는 곳,,0.41616344451904297,부정
1165,,,지역 가이드,,,불친절,,0.026199817657470703,부정
1167,,,지역 가이드,,,불친절!,,0.017906665802001953,부정
1169,,,지역 가이드,,,더워서  들어간 군산선유점 엔제리너스   제철이라 그런지  불 친절 기본에  종업원 말 은 달지 않다더니  너~무달아  음료 맛을 모르겠어요 다른점 엔제리너스는  이 맛이 아녔는데,,0.018679648637771606,부정
1176,,,지역 가이드,,,"자몽에이드 주문했는데 탄산이 김빠진맛
별루에요
에그마요는 맛있었어요",,0.019068092107772827,부정
1179,,,지역 가이드,,,선유도 짚라인과 해수욕장이 보이는 오션뷰 맛집입니다 음료나 빵맛은 체인점이라 패쓰~,,0.4583139419555664,부정
1184,,,지역 가이드,,,😀,,0.37213921546936035,부정
1186,,,지역 가이드,,,마니 쌀쌀한날인데 숍안도 썰렁~,,0.41903603076934814,부정
1187,,,지역 가이드,,,알바생의 불친절로 인해 비싼 커피 마시러 와서 기분 망치고 가네요 다시는 이용하기 싫네요,,0.01527521014213562,부정
1207,,,지역 가이드,,,주문을 너무 못알아들음,,0.009233444929122925,부정
1231,,,지역 가이드,,,뷰 좋고 깔끔한데 빙수 진짜 맛없네요,,0.07415556907653809,부정
1244,,,지역 가이드,,,사람많아요,,0.1616704761981964,부정
1246,,,지역 가이드,,,낮에 갔다가 밤에 또 들렀는데 같은 메뉴가 맛도 양도 너무 달랐습니다,,0.021637827157974243,부정
1258,,,지역 가이드,,,시간이 넘 짧아서아쉬워우,,0.01861146092414856,부정
1260,,,지역 가이드,,,이층 뷰가 좋음! 커피도 그런대로,,0.41193974018096924,부정
1269,,,지역 가이드,,,보통이요,,0.04965493083000183,부정
1272,,,지역 가이드,,,나홀로 즐기기 괜잖으네요~^^,,0.4268660843372345,부정
1277,,,지역 가이드,,,"회먹고 옆에있길래 들렸는데 분위기별루고
알바인지 사장인지 남자가하나 있는데 손님오는게 세상귀찮은 표정이였음 기본적인 인사이런것도 없어요",,0.026266753673553467,부정
1292,,,지역 가이드,,,호떡은 별로,,0.025571882724761963,부정
1297,,,지역 가이드,,,맛,,0.4003438353538513,부정
1298,,,지역 가이드,,,비싸네요,,0.028132379055023193,부정
1317,,,지역 가이드,,,쏘쏘,,0.1288345456123352,부정
1324,,,지역 가이드,,,보통이에요 건강한 맛은 아니네요,,0.026485443115234375,부정
1340,,,지역 가이드,,,걍,,0.023221254348754883,부정
1344,,,지역 가이드,,,"사이즈가 작아서 좀 비싼 듯 하지만 흑임자 호떡 맛있네요
관광지라 그런지 커피가 대체로 다 비싸요",,0.48225870728492737,부정
1355,,,지역 가이드,,,ㅈ,,0.2332330048084259,부정
1358,,,지역 가이드,,,쏘쏘,,0.1288345456123352,부정
1376,,,지역 가이드,,,ㅈ,,0.2332330048084259,부정
1387,,,지역 가이드,,,관광지인데 가격대비 맛이 별로네요,,0.0026443004608154297,부정
1392,,,지역 가이드,,,비싸고 커피는 신맛이 강합니다,,0.19944888353347778,부정
1396,,,지역 가이드,,,^^,,0.37213921546936035,부정
1397,,,지역 가이드,,,^^,,0.37213921546936035,부정
1404,,,지역 가이드,,,"ㅈ즏ㅈㅁㅅㅅ
 Oovcnvc",,0.34616178274154663,부정
1410,,,지역 가이드,,,비싸요,,0.031568318605422974,부정
1417,,,지역 가이드,,,"라떼는 맛나는데 고구마라떼는 별루
친절하심",,0.15276208519935608,부정
1425,,,지역 가이드,,,,,0.24403497576713562,부정
1439,,,지역 가이드,,,그섬애,,0.3615148067474365,부정
1445,,,지역 가이드,,,궂,,0.3462231457233429,부정
1446,,,지역 가이드,,,^^*,,0.37213921546936035,부정
1447,,,지역 가이드,,,젊은 남자직원이 좀 불친절해요 무뚝뚝하네요,,0.11574104428291321,부정
1459,,,지역 가이드,,,,,0.24403497576713562,부정
1460,,,지역 가이드,,,음,,0.18573907017707825,부정
1465,,,지역 가이드,,,ㅊ,,0.31358709931373596,부정
1486,,,지역 가이드,,,GOOD,,0.37213921546936035,부정
1496,,,지역 가이드,,,,,0.24403497576713562,부정
1497,,,지역 가이드,,,아이스크림 비쌈,,0.13124290108680725,부정
1498,,,지역 가이드,,,"건어물이랑 전기차도 같이 하시던데
전기차 빌렸는데 덜덜덜
금액은 카드X 현금만 가능
탈세가 의심스러움
아이스크림만 사고 카드결제했네요",,0.15037351846694946,부정
1502,,,지역 가이드,,,먹방,,0.33524709939956665,부정
1503,,,지역 가이드,,,ㅗ,,0.44322603940963745,부정
1520,,,지역 가이드,,,아직 안먹어봐서 맛은 모르겠지만 반건조 노가리 ~마리 만원이예요 구매하면 주차권도 줌!,,0.3384307622909546,부정
1525,,,지역 가이드,,,맛은 쪼옴 ~~  ㅜ,,0.046957820653915405,부정
1529,,,지역 가이드,,,쪼아요,,0.2194703221321106,부정
1530,,,지역 가이드,,,👍,,0.37213921546936035,부정
1536,,,지역 가이드,,,양이 많아요,,0.4915769398212433,부정
1538,,,지역 가이드,,,보통이네요,,0.043612122535705566,부정
1546,,,지역 가이드,,,,,0.24403497576713562,부정
1547,,,지역 가이드,,,Good,,0.37213921546936035,부정
1550,,,지역 가이드,,,복돼지 빵이 방금했다고 했는데ㅜㅜ다 식고 빵도 너무 두껍고ㅜㅜ먹다 말았어요ㅠ장자도에서 방금나온거 예전에 먹고 기대하고 먹었는데~~~,,0.05981293320655823,부정
1573,,,지역 가이드,,,"바로구워주지않아서 별루요
식은호떡 데워주는 기분이요
이른시간도 아닌데 청소도 덜되고
첫느낌은  좋지않네요",,0.00685688853263855,부정
1575,,,지역 가이드,,,커피맛은 그닥,,0.024372994899749756,부정
